i,t,m,boys,women,girls,men,M 00-03,F 00-03,M 04-08,F 04-08,M 09-13,F 09-13,M 14-18,F 14-18,M 19-30,F 19-30,M 31-50,F 31-50,M 51+,F 51+,log HSize
307096310054,2019-20,Southern,0,1,2,2,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1.609437912
307096310064,2019-20,Southern,1,1,2,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1.609437912
307096310072,2019-20,Southern,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1.098612289
307096310081,2019-20,Southern,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806
307096310089,2019-20,Southern,3,1,1,1,1,0,0,1,2,0,0,0,0,0,0,1,1,0,1.791759469
307096310097,2019-20,Southern,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1.386294361
307096310105,2019-20,Southern,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
307096310113,2019-20,Southern,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
307096310122,2019-20,Southern,3,2,2,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,2.079441542
307096310130,2019-20,Southern,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1.386294361
307096310138,2019-20,Southern,1,2,0,2,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1.609437912
307096320005,2019-20,Southern,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1.386294361
307096320039,2019-20,Southern,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307096320087,2019-20,Southern,3,1,1,1,0,0,0,0,2,0,1,1,1,0,0,1,0,0,1.791759469
307096320093,2019-20,Southern,1,1,3,1,0,2,0,1,1,0,0,0,1,1,0,0,0,0,1.791759469
307096320099,2019-20,Southern,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
307096320101,2019-20,Southern,2,4,1,2,1,0,1,1,0,0,0,1,1,2,0,1,1,0,2.197224577
307096320107,2019-20,Southern,1,2,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1.609437912
307096320123,2019-20,Southern,3,1,1,1,0,0,2,0,0,1,1,0,0,1,1,0,0,0,1.791759469
307096320147,2019-20,Southern,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.386294361
307096320164,2019-20,Southern,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1.386294361
307096320166,2019-20,Southern,1,1,1,2,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1.609437912
307096320181,2019-20,Southern,1,1,2,3,0,0,1,0,0,1,0,1,2,0,1,1,0,0,1.945910149
307096320190,2019-20,Southern,2,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1.609437912
307096320234,2019-20,Southern,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
307096320238,2019-20,Southern,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
307096320245,2019-20,Southern,2,1,2,1,1,0,1,0,0,2,0,0,0,1,1,0,0,0,1.791759469
307106330015,2019-20,Southern,0,1,2,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1.386294361
307106330041,2019-20,Southern,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
307106330066,2019-20,Southern,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471806
307106330067,2019-20,Southern,0,1,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
307106330108,2019-20,Southern,1,1,2,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1.609437912
307106330109,2019-20,Southern,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
307106330123,2019-20,Southern,0,2,2,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1.609437912
307106330125,2019-20,Southern,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
307106330163,2019-20,Southern,0,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1.386294361
307106330178,2019-20,Southern,2,1,2,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1.791759469
307106330196,2019-20,Southern,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471806
307106330211,2019-20,Southern,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
307106330221,2019-20,Southern,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1.098612289
307106330231,2019-20,Southern,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.098612289
307106330245,2019-20,Southern,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1.386294361
307106330251,2019-20,Southern,0,1,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1.386294361
307106340014,2019-20,Southern,1,1,4,0,0,1,1,0,0,2,0,1,0,0,0,1,0,0,1.791759469
307106340021,2019-20,Southern,2,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1.609437912
307106340027,2019-20,Southern,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289
307106340073,2019-20,Southern,1,1,0,3,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1.609437912
307106340079,2019-20,Southern,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.098612289
307106340080,2019-20,Southern,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806
307106340088,2019-20,Southern,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
307106340091,2019-20,Southern,2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1.609437912
307106340092,2019-20,Southern,0,2,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1.609437912
307106340100,2019-20,Southern,3,1,2,1,0,1,0,1,2,0,2,0,0,0,0,1,0,0,1.945910149
307106340105,2019-20,Southern,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806
307106340117,2019-20,Southern,0,1,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1.386294361
307106340165,2019-20,Southern,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
307106340185,2019-20,Southern,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1.098612289
307106340205,2019-20,Southern,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1.386294361
307106340208,2019-20,Southern,1,1,3,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1.791759469
307106350065,2019-20,Southern,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1.386294361
307106350066,2019-20,Southern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307106350067,2019-20,Southern,2,1,2,1,0,0,0,0,1,0,1,2,1,0,0,1,0,0,1.791759469
307106350080,2019-20,Southern,2,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912
307106350093,2019-20,Southern,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1.386294361
307106350094,2019-20,Southern,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1.386294361
307106350096,2019-20,Southern,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.098612289
307106350147,2019-20,Southern,0,1,4,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1.791759469
307106350148,2019-20,Southern,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
307106350151,2019-20,Southern,2,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1.609437912
307106350165,2019-20,Southern,1,1,1,2,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1.609437912
307106350166,2019-20,Southern,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1.386294361
307106350178,2019-20,Southern,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
307106350227,2019-20,Southern,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
307106350241,2019-20,Southern,2,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1.386294361
307106350242,2019-20,Southern,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
307106360009,2019-20,Southern,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289
307106360028,2019-20,Southern,1,1,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1.386294361
307106360033,2019-20,Southern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307106360039,2019-20,Southern,2,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1.609437912
307106360047,2019-20,Southern,1,1,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1.386294361
307106360048,2019-20,Southern,0,1,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1.386294361
307106360097,2019-20,Southern,2,1,2,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1.609437912
307106360102,2019-20,Southern,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
307106360126,2019-20,Southern,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
307106360135,2019-20,Southern,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
307106360142,2019-20,Southern,0,2,2,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1.609437912
307106360145,2019-20,Southern,2,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1.609437912
307106360151,2019-20,Southern,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471806
307106360168,2019-20,Southern,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1.386294361
307106360170,2019-20,Southern,1,1,2,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1.609437912
307106360172,2019-20,Southern,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
307116370002,2019-20,Southern,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.386294361
307116370004,2019-20,Southern,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.098612289
307116370027,2019-20,Southern,1,1,2,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1.609437912
307116370035,2019-20,Southern,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.098612289
307116370038,2019-20,Southern,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806
307116370065,2019-20,Southern,0,1,1,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1.386294361
307116370075,2019-20,Southern,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1.386294361
307116370108,2019-20,Southern,2,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1.609437912
307116370122,2019-20,Southern,0,1,3,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1.609437912
307116370123,2019-20,Southern,2,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1.609437912
307116370128,2019-20,Southern,2,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1.386294361
307116370151,2019-20,Southern,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.098612289
307116370153,2019-20,Southern,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1.098612289
307116370167,2019-20,Southern,1,1,3,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1.791759469
307116370204,2019-20,Southern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307116370212,2019-20,Southern,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1.098612289
307126380016,2019-20,Southern,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
307126380024,2019-20,Southern,1,1,3,1,0,0,0,1,1,0,0,2,0,0,1,1,0,0,1.791759469
307126380041,2019-20,Southern,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
307126380053,2019-20,Southern,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307126380054,2019-20,Southern,4,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1.945910149
307126380074,2019-20,Southern,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806
307126380094,2019-20,Southern,0,1,3,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1.386294361
307126380128,2019-20,Southern,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1.386294361
307126380137,2019-20,Southern,2,1,2,1,1,0,0,0,1,2,0,0,0,0,1,1,0,0,1.791759469
307126380171,2019-20,Southern,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1.386294361
307126380187,2019-20,Southern,3,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1.609437912
307126380188,2019-20,Southern,2,1,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1.609437912
307126380189,2019-20,Southern,2,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1.386294361
307126380211,2019-20,Southern,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289
307126380233,2019-20,Southern,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1.609437912
307126380242,2019-20,Southern,2,2,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1.609437912
307136390008,2019-20,Southern,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1.386294361
307136390026,2019-20,Southern,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1.386294361
307136390043,2019-20,Southern,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
307136390060,2019-20,Southern,1,2,3,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1.945910149
307136390077,2019-20,Southern,1,3,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1.791759469
307136390094,2019-20,Southern,2,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1.609437912
307136390111,2019-20,Southern,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289
307136390128,2019-20,Southern,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
307136390162,2019-20,Southern,2,2,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1.609437912
307136390179,2019-20,Southern,4,1,1,3,1,0,1,0,1,1,2,0,1,0,1,1,0,0,2.197224577
307136390196,2019-20,Southern,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.098612289
307136390213,2019-20,Southern,2,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1.609437912
307136390230,2019-20,Southern,3,1,2,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1.945910149
307136390247,2019-20,Southern,1,1,2,2,0,0,0,0,1,0,0,2,1,0,1,1,0,0,1.791759469
307136390264,2019-20,Southern,3,1,0,2,0,0,1,0,1,0,1,0,2,0,0,1,0,0,1.791759469
307136390282,2019-20,Southern,5,1,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,1.791759469
307136400036,2019-20,Southern,2,2,1,2,0,0,0,0,2,0,0,2,1,0,1,1,0,0,1.945910149
307136400041,2019-20,Southern,0,1,0,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1.386294361
307136400045,2019-20,Southern,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
307136400082,2019-20,Southern,1,1,2,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1.609437912
307136400086,2019-20,Southern,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.098612289
307136400089,2019-20,Southern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307136400111,2019-20,Southern,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
307136400118,2019-20,Southern,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1.386294361
307136400159,2019-20,Southern,3,1,3,0,2,0,1,1,0,0,0,2,0,0,0,1,0,0,1.945910149
307136400161,2019-20,Southern,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6931471806
307136400204,2019-20,Southern,2,1,2,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1.791759469
307136400210,2019-20,Southern,1,1,3,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1.791759469
307136400211,2019-20,Southern,2,1,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1.386294361
307136400212,2019-20,Southern,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
307136400225,2019-20,Southern,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
307136400226,2019-20,Southern,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
307206410026,2019-20,Southern,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.098612289
307206410059,2019-20,Southern,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
307206410062,2019-20,Southern,1,1,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1.386294361
307206410068,2019-20,Southern,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
307206410096,2019-20,Southern,0,1,2,2,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1.609437912
307206410108,2019-20,Southern,1,1,2,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1.609437912
307206410143,2019-20,Southern,2,1,2,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,1.791759469
307206410154,2019-20,Southern,1,1,2,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1.609437912
307206410205,2019-20,Southern,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.098612289
307206410265,2019-20,Southern,2,1,1,2,0,1,0,0,1,0,2,0,0,0,1,1,0,0,1.791759469
307206410275,2019-20,Southern,4,2,2,1,0,0,1,2,1,0,2,1,0,0,1,1,0,0,2.197224577
307206410355,2019-20,Southern,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1.386294361
307206410383,2019-20,Southern,1,1,2,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1.609437912
307206410418,2019-20,Southern,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.098612289
307206410431,2019-20,Southern,2,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
307206410481,2019-20,Southern,1,1,1,2,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1.609437912
308016420027,2019-20,Southern,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289
308016420041,2019-20,Southern,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1.386294361
308016420045,2019-20,Southern,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
308016420081,2019-20,Southern,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361
308016420094,2019-20,Southern,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
308016420106,2019-20,Southern,0,1,4,2,0,0,0,0,0,2,0,2,1,0,0,0,1,1,1.945910149
308016420137,2019-20,Southern,2,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
308016420176,2019-20,Southern,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
308016420189,2019-20,Southern,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.098612289
308016420210,2019-20,Southern,1,1,3,1,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1.791759469
308016420214,2019-20,Southern,1,1,0,3,0,0,1,0,0,0,0,0,2,0,0,0,1,1,1.609437912
308016420237,2019-20,Southern,2,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1.386294361
308016420247,2019-20,Southern,1,1,1,2,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1.609437912
308016420248,2019-20,Southern,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
308016420266,2019-20,Southern,1,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1.098612289
308016420271,2019-20,Southern,2,1,2,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1.791759469
308016430005,2019-20,Southern,2,1,2,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1.609437912
308016430019,2019-20,Southern,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1.386294361
308016430046,2019-20,Southern,2,1,2,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1.791759469
308016430059,2019-20,Southern,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.098612289
308016430071,2019-20,Southern,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1.386294361
308016430084,2019-20,Southern,4,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1.609437912
308016430096,2019-20,Southern,2,4,2,2,2,0,0,0,0,1,0,2,1,1,0,0,1,2,2.302585093
308016430108,2019-20,Southern,1,1,2,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1.609437912
308016430120,2019-20,Southern,1,3,1,1,0,1,0,0,0,0,1,0,0,2,1,1,0,0,1.791759469
308016430132,2019-20,Southern,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
308016430147,2019-20,Southern,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.098612289
308016430160,2019-20,Southern,1,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1.386294361
308016430174,2019-20,Southern,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
308016430187,2019-20,Southern,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
308016430211,2019-20,Southern,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.098612289
308016430224,2019-20,Southern,1,1,2,2,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1.791759469
308016440010,2019-20,Southern,2,2,2,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1.945910149
308016440088,2019-20,Southern,3,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1.609437912
308016440095,2019-20,Southern,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.098612289
308016440110,2019-20,Southern,1,1,2,2,1,0,0,0,0,2,1,0,0,0,0,1,1,0,1.791759469
308016440122,2019-20,Southern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
308016440134,2019-20,Southern,2,1,2,1,0,0,1,0,0,2,1,0,0,0,1,1,0,0,1.791759469
308016440135,2019-20,Southern,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1.098612289
308016440138,2019-20,Southern,1,1,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1.386294361
308016440140,2019-20,Southern,2,1,2,1,1,0,0,0,0,2,1,0,0,0,1,1,0,0,1.791759469
308016440147,2019-20,Southern,2,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1.386294361
308016440150,2019-20,Southern,4,2,0,2,1,0,0,0,2,0,1,0,1,1,1,1,0,0,2.079441542
308016440168,2019-20,Southern,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.098612289
308016440192,2019-20,Southern,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.098612289
308016440202,2019-20,Southern,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
308016440205,2019-20,Southern,0,1,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1.386294361
308016440213,2019-20,Southern,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1.386294361
308016450018,2019-20,Southern,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.098612289
308016450041,2019-20,Southern,0,1,3,2,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1.791759469
308016450057,2019-20,Southern,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
308016450122,2019-20,Southern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
308016450168,2019-20,Southern,3,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1.609437912
308016450190,2019-20,Southern,2,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1.386294361
308016450195,2019-20,Southern,0,1,4,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1.609437912
308016450217,2019-20,Southern,4,1,2,1,1,0,2,1,1,0,0,1,0,0,1,1,0,0,2.079441542
308016450271,2019-20,Southern,2,2,0,2,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1.791759469
308016450278,2019-20,Southern,1,1,2,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1.609437912
308016450334,2019-20,Southern,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
308016450355,2019-20,Southern,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1.386294361
308016450358,2019-20,Southern,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.098612289
308016450383,2019-20,Southern,0,1,2,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1.386294361
308016450417,2019-20,Southern,1,1,3,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1.791759469
308016450451,2019-20,Southern,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1.098612289
308026460004,2019-20,Southern,1,2,2,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1.791759469
308026460036,2019-20,Southern,0,1,4,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1.791759469
308026460045,2019-20,Southern,1,1,2,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1.609437912
308026460095,2019-20,Southern,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.098612289
308026460133,2019-20,Southern,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
308026460138,2019-20,Southern,1,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1.609437912
308026460139,2019-20,Southern,0,2,2,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1.609437912
308026460152,2019-20,Southern,1,4,4,1,0,1,0,2,1,1,0,0,0,3,1,1,0,0,2.302585093
308026460157,2019-20,Southern,1,1,1,2,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1.609437912
308026460164,2019-20,Southern,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
308026460223,2019-20,Southern,1,1,2,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1.609437912
308026460289,2019-20,Southern,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1.386294361
308026460308,2019-20,Southern,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
