i,t,m,j,Expenditure
204040320114,2010-11,Central,Salt,100
204040320114,2010-11,Central,Sugar,140
204040320114,2010-11,Central,Tanaposi/rape,30
204040320114,2010-11,Central,Tomato,140
204040320114,2010-11,Central,White sweet potato,140
204040320149,2010-11,Central,"Bean, brown",190
204040320149,2010-11,Central,"Buns, scones",700
204040320149,2010-11,Central,Cooking oil,280
204040320149,2010-11,Central,Dried fish,100
204040320149,2010-11,Central,Goat,250
204040320149,2010-11,Central,Pork,150
204040320149,2010-11,Central,"Small animal  rabbit, mice, etc.",90
204040320149,2010-11,Central,Sugar,140
204040320149,2010-11,Central,Tea,30
204040320149,2010-11,Central,Tomato,140
204040320149,2010-11,Central,White sweet potato,50
204040320160,2010-11,Central,Cooking oil,30
204040320160,2010-11,Central,Dried fish,50
204040320160,2010-11,Central,Salt,20
204040320160,2010-11,Central,"Yeast, baking powder, bicarbonate of soda",30
204040320166,2010-11,Central,"Bean, brown",100
204040320166,2010-11,Central,Cooking oil,150
204040320166,2010-11,Central,Dried fish,100
204040320166,2010-11,Central,Eggs,120
204040320166,2010-11,Central,Fresh fish,50
204040320166,2010-11,Central,Goat,500
204040320166,2010-11,Central,Locally brewed liquor (kachasu),140
204040320166,2010-11,Central,Meal eaten at restaurant,150
204040320166,2010-11,Central,Onion,60
204040320166,2010-11,Central,Pork,200
204040320166,2010-11,Central,Salt,35
204040320166,2010-11,Central,Sugar,300
204040320166,2010-11,Central,Tea,20
204040320166,2010-11,Central,Tomato,60
204040320180,2010-11,Central,Salt,100
204040320184,2010-11,Central,Maize ufa mgaiwa (normal flour),400
204040320184,2010-11,Central,Tomato,20
204045750001,2010-11,Central,"Bean, brown",120
204045750001,2010-11,Central,"Buns, scones",150
204045750001,2010-11,Central,Cooking oil,75
204045750001,2010-11,Central,Dried fish,100
204045750001,2010-11,Central,Onion,50
204045750001,2010-11,Central,Rice,100
204045750001,2010-11,Central,Salt,20
204045750001,2010-11,Central,Sugar,150
204045750001,2010-11,Central,Tea,20
204045750001,2010-11,Central,Tomato,160
204045750014,2010-11,Central,Cooking oil,160
204045750014,2010-11,Central,Dried fish,150
204045750014,2010-11,Central,Goat,300
204045750014,2010-11,Central,Orange sweet potato,50
204045750014,2010-11,Central,Other (specify),140
204045750014,2010-11,Central,Salt,20
204045750014,2010-11,Central,Sugar,300
204045750014,2010-11,Central,Tanaposi/rape,20
204045750042,2010-11,Central,Banana,100
204045750042,2010-11,Central,"Bean, brown",200
204045750042,2010-11,Central,Beef,1500
204045750042,2010-11,Central,Cabbage,25
204045750042,2010-11,Central,Cassava tubers,100
204045750042,2010-11,Central,Chinese cabbage,30
204045750042,2010-11,Central,Cucumber,60
204045750042,2010-11,Central,Gathered wild green leaves,100
204045750042,2010-11,Central,Groundnut,100
204045750042,2010-11,Central,Groundnut flour,30
204045750042,2010-11,Central,Margarine - blue band,50
204045750042,2010-11,Central,Nkhwani,40
204045750042,2010-11,Central,Onion,50
204045750042,2010-11,Central,Rice,150
204045750042,2010-11,Central,Salt,50
204045750042,2010-11,Central,"Soft drinks (coca-cola, fanta, sprite, etc.)",120
204045750042,2010-11,Central,Sugar,170
204045750042,2010-11,Central,Tanaposi/rape,60
204045750042,2010-11,Central,Tea,50
204045750042,2010-11,Central,Tomato,100
204045750042,2010-11,Central,White sweet potato,50
204045750056,2010-11,Central,"Bean, brown",100
204045750056,2010-11,Central,Salt,20
204045750056,2010-11,Central,Traditional beer (masese),300
204045750056,2010-11,Central,"Yeast, baking powder, bicarbonate of soda",5
204045750070,2010-11,Central,"Bean, brown",100
204045750070,2010-11,Central,Cabbage,60
204045750070,2010-11,Central,Cooking oil,75
204045750070,2010-11,Central,Dried fish,160
204045750070,2010-11,Central,Irish potato,150
204045750070,2010-11,Central,Onion,20
204045750070,2010-11,Central,Pork,400
204045750070,2010-11,Central,Salt,40
204045750070,2010-11,Central,"Small animal  rabbit, mice, etc.",100
204045750070,2010-11,Central,Sugar,150
204045750070,2010-11,Central,Tomato,60
204045750070,2010-11,Central,White sweet potato,100
204045750098,2010-11,Central,Cabbage,50
204045750098,2010-11,Central,Dried fish,240
204045750098,2010-11,Central,"Mandazi, doughnut (vendor)",50
204045750098,2010-11,Central,Salt,50
204045750098,2010-11,Central,Tanaposi/rape,120
204045750098,2010-11,Central,Tomato,100
204045750111,2010-11,Central,"Buns, scones",60
204045750111,2010-11,Central,Cabbage,25
204045750111,2010-11,Central,Chinese cabbage,30
204045750111,2010-11,Central,Dried fish,80
204045750111,2010-11,Central,Goat,500
204045750111,2010-11,Central,Meal eaten at restaurant,40
204045750111,2010-11,Central,Salt,50
204045750111,2010-11,Central,Smoked fish,120
204045750111,2010-11,Central,Sugar,170
204045750111,2010-11,Central,Tanaposi/rape,30
204045750111,2010-11,Central,Tomato,80
204045750111,2010-11,Central,White sweet potato,80
204045750125,2010-11,Central,Cabbage,100
204045750125,2010-11,Central,Chinese cabbage,70
204045750125,2010-11,Central,Cooking oil,30
204045750125,2010-11,Central,Dried fish,200
204045750125,2010-11,Central,Fresh milk,240
204045750125,2010-11,Central,Goat,1500
204045750125,2010-11,Central,Margarine - blue band,30
204045750125,2010-11,Central,Salt,30
204045750125,2010-11,Central,Smoked fish,200
204045750125,2010-11,Central,Sugar,240
204045750125,2010-11,Central,Tanaposi/rape,50
204045750125,2010-11,Central,Tomato,100
204045750125,2010-11,Central,Traditional beer (masese),350
204045750125,2010-11,Central,White sweet potato,90
204045750153,2010-11,Central,"Bean, brown",200
204045750153,2010-11,Central,"Buns, scones",400
204045750153,2010-11,Central,Chicken,500
204045750153,2010-11,Central,Cooking oil,40
204045750153,2010-11,Central,Dried fish,480
204045750153,2010-11,Central,Fresh milk,300
204045750153,2010-11,Central,"Mandazi, doughnut (vendor)",138
204045750153,2010-11,Central,Pork,600
204045750153,2010-11,Central,Salt,100
204045750153,2010-11,Central,Sugar cane,80
204045750167,2010-11,Central,Cooking oil,180
204045750167,2010-11,Central,Dried fish,400
204045750167,2010-11,Central,Salt,80
204045750167,2010-11,Central,Smoked fish,160
204045750167,2010-11,Central,Tanaposi/rape,150
204045750167,2010-11,Central,Tomato,170
204045750167,2010-11,Central,White sweet potato,700
204045750181,2010-11,Central,Biscuits,120
204045750181,2010-11,Central,"Buns, scones",120
204045750181,2010-11,Central,Dried fish,500
204045750181,2010-11,Central,Goat,300
204045750181,2010-11,Central,Salt,80
204045750181,2010-11,Central,Sugar,80
204045750181,2010-11,Central,Tanaposi/rape,140
204045750181,2010-11,Central,Tea,30
204045750181,2010-11,Central,Tomato,350
204045750208,2010-11,Central,Banana,300
204045750208,2010-11,Central,"Buns, scones",120
204045750208,2010-11,Central,Dried fish,560
204045750208,2010-11,Central,Goat,600
204045750208,2010-11,Central,"Mandazi, doughnut (vendor)",40
204045750208,2010-11,Central,Okra / therere,100
204045750208,2010-11,Central,Salt,70
204045750208,2010-11,Central,Tanaposi/rape,80
204045750208,2010-11,Central,Tomato,210
204045750222,2010-11,Central,Cassava tubers,30
204045750222,2010-11,Central,Orange sweet potato,100
204045750222,2010-11,Central,Rice,150
204045750222,2010-11,Central,Salt,35
204045750222,2010-11,Central,Sugar,85
204045750222,2010-11,Central,Tanaposi/rape,30
204045750222,2010-11,Central,Tea,20
204045750222,2010-11,Central,Tomato,30
204045750236,2010-11,Central,"Mandazi, doughnut (vendor)",50
204045750236,2010-11,Central,Salt,50
204045750236,2010-11,Central,Tomato,50
204045750264,2010-11,Central,"Buns, scones",80
204045750264,2010-11,Central,Cassava tubers,80
204045750264,2010-11,Central,Dried fish,100
204045750264,2010-11,Central,Sugar,160
204045750264,2010-11,Central,Tanaposi/rape,30
204045750264,2010-11,Central,Tea,10
204045750264,2010-11,Central,Tomato,50
204045750278,2010-11,Central,"Bean, white",100
204045750278,2010-11,Central,Cassava tubers,100
204045750278,2010-11,Central,Dried fish,100
204045750278,2010-11,Central,Goat,200
204045750278,2010-11,Central,Salt,70
204045750278,2010-11,Central,Tomato,50
204053660025,2010-11,Central,Salt,40
204053660025,2010-11,Central,"Yeast, baking powder, bicarbonate of soda",20
204053660046,2010-11,Central,Banana,50
204053660046,2010-11,Central,Dried fish,100
204053660046,2010-11,Central,Green maize,100
204053660046,2010-11,Central,Pork,300
204053660046,2010-11,Central,Salt,50
204053660046,2010-11,Central,Tanaposi/rape,30
204053660072,2010-11,Central,Banana,30
204053660072,2010-11,Central,Biscuits,10
204053660072,2010-11,Central,Cooking oil,10
204053660072,2010-11,Central,Meal eaten at restaurant,75
204053660072,2010-11,Central,Pork,100
204053660072,2010-11,Central,Salt,120
204053660072,2010-11,Central,Tomato,140
204053660073,2010-11,Central,Banana,100
204053660073,2010-11,Central,Beef,300
204053660073,2010-11,Central,Biscuits,200
204053660073,2010-11,Central,Cabbage,50
204053660073,2010-11,Central,Cassava tubers,150
204053660073,2010-11,Central,Chibuku (commercial traditional-style beer),270
204053660073,2010-11,Central,Chicken (vendor),50
204053660073,2010-11,Central,Chips (vendor),200
204053660073,2010-11,Central,Cooking oil,250
204053660073,2010-11,Central,Dried fish,200
204053660073,2010-11,Central,Eggs,160
204053660073,2010-11,Central,Goat,150
204053660073,2010-11,Central,Irish potato,300
204053660073,2010-11,Central,Meal eaten at restaurant,200
204053660073,2010-11,Central,Onion,50
204053660073,2010-11,Central,Pork,200
204053660073,2010-11,Central,Salt,400
204053660073,2010-11,Central,Sugar,165
204053660073,2010-11,Central,Sugar cane,300
204053660073,2010-11,Central,Tanaposi/rape,60
204053660073,2010-11,Central,Tomato,700
204053660073,2010-11,Central,White sweet potato,100
204053660073,2010-11,Central,"Yeast, baking powder, bicarbonate of soda",50
204053660075,2010-11,Central,Banana,50
204053660075,2010-11,Central,Biscuits,70
204053660075,2010-11,Central,Chips (vendor),100
204053660075,2010-11,Central,Cooking oil,140
204053660075,2010-11,Central,Dried fish,100
204053660075,2010-11,Central,Meat (vendor),100
204053660075,2010-11,Central,Onion,30
204053660075,2010-11,Central,Salt,100
204053660075,2010-11,Central,Sugar,160
204053660075,2010-11,Central,Tea,40
204053660075,2010-11,Central,Thobwa,60
204053660075,2010-11,Central,Tomato,140
204053660091,2010-11,Central,Biscuits,140
204053660091,2010-11,Central,"Buns, scones",300
204053660091,2010-11,Central,Cassava tubers,150
204053660091,2010-11,Central,Chips (vendor),50
204053660091,2010-11,Central,Cooking oil,140
204053660091,2010-11,Central,Dried fish,200
204053660091,2010-11,Central,Goat,380
204053660091,2010-11,Central,Irish potato,350
204053660091,2010-11,Central,"Mandazi, doughnut (vendor)",60
204053660091,2010-11,Central,Meal eaten at restaurant,150
204053660091,2010-11,Central,Onion,20
204053660091,2010-11,Central,Salt,20
204053660091,2010-11,Central,Thobwa,30
204053660091,2010-11,Central,"Yeast, baking powder, bicarbonate of soda",20
204053660100,2010-11,Central,Cooking oil,40
204053660100,2010-11,Central,Dried fish,100
204053660100,2010-11,Central,Salt,50
204053660100,2010-11,Central,Tomato,200
204053660100,2010-11,Central,"Yeast, baking powder, bicarbonate of soda",20
204053660101,2010-11,Central,Cassava tubers,50
204053660101,2010-11,Central,Cooking oil,50
204053660101,2010-11,Central,Dried fish,100
204053660101,2010-11,Central,Nkhwani,40
204053660101,2010-11,Central,Salt,50
204053660140,2010-11,Central,"Bean, white",90
204053660140,2010-11,Central,Bread,150
204053660140,2010-11,Central,"Buns, scones",200
204053660140,2010-11,Central,Cooking oil,500
204053660140,2010-11,Central,Dried fish,240
204053660140,2010-11,Central,Eggs,280
204053660140,2010-11,Central,Goat,650
204053660140,2010-11,Central,Pork,500
204053660140,2010-11,Central,Rice,300
204053660140,2010-11,Central,Salt,40
204053660140,2010-11,Central,Sugar,150
204053660140,2010-11,Central,Tanaposi/rape,30
204053660140,2010-11,Central,Tea,20
204053660140,2010-11,Central,Tomato,150
204053660142,2010-11,Central,"Citrus  naartje, orange, etc.",35
204053660142,2010-11,Central,Cooking oil,100
204053660142,2010-11,Central,Dried fish,100
204053660142,2010-11,Central,Eggs,150
204053660142,2010-11,Central,Pork,300
204053660142,2010-11,Central,Sugar,150
204053660142,2010-11,Central,Tomato,100
204053660162,2010-11,Central,Cabbage,30
204053660162,2010-11,Central,"Citrus  naartje, orange, etc.",10
204053660162,2010-11,Central,Cooking oil,60
204053660162,2010-11,Central,Dried fish,100
204053660162,2010-11,Central,Pork,400
204053660162,2010-11,Central,Salt,30
204053660162,2010-11,Central,"Yeast, baking powder, bicarbonate of soda",20
204053660205,2010-11,Central,"Buns, scones",120
204053660205,2010-11,Central,Cooking oil,100
204053660205,2010-11,Central,Salt,60
204053660205,2010-11,Central,Tanaposi/rape,50
204053660205,2010-11,Central,Tomato,100
204053660211,2010-11,Central,Biscuits,80
204053660211,2010-11,Central,Cassava tubers,70
204053660211,2010-11,Central,Chinese cabbage,60
204053660211,2010-11,Central,Cooking oil,110
204053660211,2010-11,Central,Eggs,40
204053660211,2010-11,Central,Goat,140
204053660211,2010-11,Central,Salt,60
204053660211,2010-11,Central,Sugar,150
204053660211,2010-11,Central,Sugar cane,45
204053660211,2010-11,Central,Tanaposi/rape,30
204053660211,2010-11,Central,Tea,20
204053660211,2010-11,Central,Tomato,30
204053660211,2010-11,Central,White sweet potato,100
204053660211,2010-11,Central,"Yeast, baking powder, bicarbonate of soda",20
204053660216,2010-11,Central,Beef,280
204053660216,2010-11,Central,Biscuits,20
204053660216,2010-11,Central,Bread,150
204053660216,2010-11,Central,Cabbage,40
204053660216,2010-11,Central,Chinese cabbage,30
204053660216,2010-11,Central,"Citrus  naartje, orange, etc.",25
204053660216,2010-11,Central,Cooking oil,60
204053660216,2010-11,Central,Dried fish,100
204053660216,2010-11,Central,Goat,200
204053660216,2010-11,Central,"Mandazi, doughnut (vendor)",60
204053660216,2010-11,Central,Salt,40
204053660216,2010-11,Central,Sugar,150
204053660216,2010-11,Central,Tea,40
204053660263,2010-11,Central,Cooking oil,60
204053660263,2010-11,Central,Salt,100
204053660304,2010-11,Central,Chibuku (commercial traditional-style beer),935
204053660304,2010-11,Central,"Citrus  naartje, orange, etc.",70
204053660304,2010-11,Central,Dried fish,100
204053660304,2010-11,Central,Eggs,50
204053660304,2010-11,Central,Pork,300
204053660304,2010-11,Central,Salt,150
204053660304,2010-11,Central,Tomato,200
204073980001,2010-11,Central,Banana,20
204073980001,2010-11,Central,Biscuits,10
204073980001,2010-11,Central,"Buns, scones",100
204073980001,2010-11,Central,Cooking oil,40
204073980001,2010-11,Central,Dried fish,100
204073980001,2010-11,Central,"Mandazi, doughnut (vendor)",20
204073980001,2010-11,Central,Meal eaten at restaurant,50
204073980001,2010-11,Central,Rice,125
204073980001,2010-11,Central,Salt,80
204073980001,2010-11,Central,Sugar,160
204073980001,2010-11,Central,Tanaposi/rape,20
204073980001,2010-11,Central,Tea,20
204073980001,2010-11,Central,Tomato,30
204073980001,2010-11,Central,White sweet potato,50
204073980001,2010-11,Central,"Yeast, baking powder, bicarbonate of soda",5
204073980014,2010-11,Central,Banana,80
204073980014,2010-11,Central,Cabbage,30
204073980014,2010-11,Central,Cooking oil,20
204073980014,2010-11,Central,Dried fish,100
204073980014,2010-11,Central,Salt,80
204073980014,2010-11,Central,Sugar,160
204073980014,2010-11,Central,Sugar cane,20
204073980014,2010-11,Central,Tanaposi/rape,40
204073980014,2010-11,Central,Tomato,50
204073980014,2010-11,Central,White sweet potato,30
204073980029,2010-11,Central,Banana,200
204073980029,2010-11,Central,Bread,130
204073980029,2010-11,Central,Chips (vendor),50
204073980029,2010-11,Central,Cooking oil,100
204073980029,2010-11,Central,Dried fish,150
204073980029,2010-11,Central,"Mandazi, doughnut (vendor)",100
204073980029,2010-11,Central,Pork,300
204073980029,2010-11,Central,Rice,180
204073980029,2010-11,Central,Salt,70
204073980029,2010-11,Central,"Small animal  rabbit, mice, etc.",200
204073980029,2010-11,Central,Smoked fish,400
204073980029,2010-11,Central,Sugar,80
204073980029,2010-11,Central,Tanaposi/rape,140
204073980029,2010-11,Central,Tea,20
204073980029,2010-11,Central,Tomato,300
204073980058,2010-11,Central,"Bean, brown",180
204073980058,2010-11,Central,Cabbage,50
204073980058,2010-11,Central,Chibuku (commercial traditional-style beer),160
204073980058,2010-11,Central,Cooking oil,40
204073980058,2010-11,Central,Dried fish,160
204073980058,2010-11,Central,Eggs,100
204073980058,2010-11,Central,Onion,50
204073980058,2010-11,Central,Papaya,50
204073980058,2010-11,Central,Salt,40
204073980058,2010-11,Central,Soyabean flour,80
204073980058,2010-11,Central,Tanaposi/rape,40
204073980058,2010-11,Central,Tomato,90
204073980058,2010-11,Central,Traditional beer (masese),100
204073980072,2010-11,Central,Cabbage,60
204073980072,2010-11,Central,Chinese cabbage,300
204073980072,2010-11,Central,Cooking oil,90
204073980072,2010-11,Central,Dried fish,200
204073980072,2010-11,Central,Groundnut,200
204073980072,2010-11,Central,Groundnut flour,180
204073980072,2010-11,Central,"Mandazi, doughnut (vendor)",100
204073980072,2010-11,Central,Salt,30
204073980072,2010-11,Central,Smoked fish,400
204073980072,2010-11,Central,Sugar cane,200
204073980072,2010-11,Central,Tanaposi/rape,280
204073980072,2010-11,Central,Tomato,300
204073980072,2010-11,Central,White sweet potato,120
204073980086,2010-11,Central,Dried fish,50
204073980086,2010-11,Central,Salt,20
204073980086,2010-11,Central,Tanaposi/rape,20
204073980086,2010-11,Central,Tomato,30
204073980114,2010-11,Central,"Buns, scones",100
204073980114,2010-11,Central,Cooking oil,50
204073980114,2010-11,Central,Dried fish,160
204073980114,2010-11,Central,Eggs,100
204073980114,2010-11,Central,Goat,400
204073980114,2010-11,Central,Onion,60
204073980114,2010-11,Central,Pork,350
204073980114,2010-11,Central,Salt,20
204073980114,2010-11,Central,Sugar,120
204073980114,2010-11,Central,Tanaposi/rape,40
204073980114,2010-11,Central,Tomato,60
204073980128,2010-11,Central,Bread,120
204073980128,2010-11,Central,"Buns, scones",100
204073980128,2010-11,Central,Cabbage,50
204073980128,2010-11,Central,Cooking oil,60
204073980128,2010-11,Central,Dried fish,160
204073980128,2010-11,Central,Eggs,150
204073980128,2010-11,Central,Onion,100
204073980128,2010-11,Central,Pork,500
204073980128,2010-11,Central,Rice,120
204073980128,2010-11,Central,Salt,30
204073980128,2010-11,Central,Sugar,165
204073980128,2010-11,Central,Tanaposi/rape,40
204073980128,2010-11,Central,Tea,10
204073980128,2010-11,Central,Tomato,200
204073980148,2010-11,Central,"Buns, scones",140
204073980148,2010-11,Central,Fish (vendor),80
204073980148,2010-11,Central,Pork,100
204073980148,2010-11,Central,Salt,50
204073980148,2010-11,Central,"Small animal  rabbit, mice, etc.",100
204073980148,2010-11,Central,Smoked fish,240
204073980148,2010-11,Central,Sugar cane,40
204073980148,2010-11,Central,Tanaposi/rape,100
204073980148,2010-11,Central,Tomato,100
204073980171,2010-11,Central,Banana,200
204073980171,2010-11,Central,"Bean, brown",180
204073980171,2010-11,Central,"Buns, scones",160
204073980171,2010-11,Central,Cooking oil,210
204073980171,2010-11,Central,Orange sweet potato,100
204073980171,2010-11,Central,Pork,500
204073980171,2010-11,Central,Salt,40
204073980171,2010-11,Central,Sugar,130
204073980171,2010-11,Central,Tanaposi/rape,40
204073980171,2010-11,Central,Tomato,200
204073980171,2010-11,Central,Traditional beer (masese),100
204073980185,2010-11,Central,Cooking oil,20
204073980185,2010-11,Central,Dried fish,80
204073980185,2010-11,Central,Irish potato,100
204073980185,2010-11,Central,Locally brewed liquor (kachasu),300
204073980185,2010-11,Central,"Mandazi, doughnut (vendor)",10
204073980185,2010-11,Central,Salt,20
204073980185,2010-11,Central,Smoked fish,50
204073980185,2010-11,Central,Tomato,100
204073980199,2010-11,Central,"Buns, scones",60
204073980199,2010-11,Central,Cassava tubers,100
204073980199,2010-11,Central,"Mandazi, doughnut (vendor)",10
204073980199,2010-11,Central,Salt,20
204073980199,2010-11,Central,Smoked fish,60
204073980199,2010-11,Central,Tanaposi/rape,200
204073980199,2010-11,Central,Tomato,120
204073980199,2010-11,Central,White sweet potato,150
204073980227,2010-11,Central,Banana,30
204073980227,2010-11,Central,Biscuits,100
204073980227,2010-11,Central,"Buns, scones",60
204073980227,2010-11,Central,Cooking oil,40
204073980227,2010-11,Central,Dried fish,50
204073980227,2010-11,Central,"Mandazi, doughnut (vendor)",30
204073980227,2010-11,Central,Salt,80
204073980227,2010-11,Central,Sugar,40
204073980227,2010-11,Central,Tanaposi/rape,50
204073980227,2010-11,Central,Tomato,50
204073980241,2010-11,Central,Beef,500
204073980241,2010-11,Central,Biscuits,20
204073980241,2010-11,Central,Bread,450
204073980241,2010-11,Central,Chips (vendor),100
204073980241,2010-11,Central,"Citrus  naartje, orange, etc.",100
204073980241,2010-11,Central,Cooking oil,180
204073980241,2010-11,Central,Dried fish,700
204073980241,2010-11,Central,"Mandazi, doughnut (vendor)",50
204073980241,2010-11,Central,Salt,80
204073980241,2010-11,Central,Squash (sobo drink concentrate),170
204073980241,2010-11,Central,Sugar,480
204073980241,2010-11,Central,Tea,20
204073980241,2010-11,Central,White sweet potato,200
204073980256,2010-11,Central,Banana,100
204073980256,2010-11,Central,"Bean, brown",200
204073980256,2010-11,Central,Biscuits,150
204073980256,2010-11,Central,"Buns, scones",150
204073980256,2010-11,Central,Chicken,500
204073980256,2010-11,Central,Cooking oil,150
204073980256,2010-11,Central,Dried fish,320
204073980256,2010-11,Central,Goat,500
204073980256,2010-11,Central,"Mandazi, doughnut (vendor)",60
204073980256,2010-11,Central,Salt,70
204073980256,2010-11,Central,Smoked fish,240
204073980256,2010-11,Central,Sugar,80
204073980256,2010-11,Central,Tanaposi/rape,200
204073980256,2010-11,Central,Tomato,200
204073980284,2010-11,Central,Dried fish,500
204073980284,2010-11,Central,Gathered wild green leaves,80
204073980284,2010-11,Central,Green maize,100
204073980284,2010-11,Central,"Mandazi, doughnut (vendor)",100
204073980284,2010-11,Central,Pork,1000
204073980284,2010-11,Central,Salt,50
204073980284,2010-11,Central,Tanaposi/rape,40
204073980284,2010-11,Central,Tomato,250
204074810007,2010-11,Central,"Buns, scones",150
204074810007,2010-11,Central,Cassava tubers,100
204074810007,2010-11,Central,Cooking oil,40
204074810007,2010-11,Central,Salt,40
204074810007,2010-11,Central,Sugar,140
204074810010,2010-11,Central,Banana,50
204074810010,2010-11,Central,Cassava tubers,100
204074810010,2010-11,Central,Cooking oil,90
204074810010,2010-11,Central,Dried fish,100
204074810010,2010-11,Central,Okra / therere,50
204074810010,2010-11,Central,Salt,90
204074810042,2010-11,Central,Cooking oil,200
204074810042,2010-11,Central,Fresh fish,500
204074810042,2010-11,Central,Salt,160
204074810042,2010-11,Central,Sugar,150
204074810042,2010-11,Central,Tea,10
204074810042,2010-11,Central,Tomato,100
204074810055,2010-11,Central,"Bean, brown",100
204074810055,2010-11,Central,Beef,250
204074810055,2010-11,Central,Bread,240
204074810055,2010-11,Central,"Buns, scones",980
204074810055,2010-11,Central,Chips (vendor),100
204074810055,2010-11,Central,Cooking oil,280
204074810055,2010-11,Central,Dried fish,240
204074810055,2010-11,Central,Meal eaten at restaurant,750
204074810055,2010-11,Central,Onion,50
204074810055,2010-11,Central,Orange sweet potato,100
204074810055,2010-11,Central,Salt,70
204074810055,2010-11,Central,Sugar,150
204074810055,2010-11,Central,Tanaposi/rape,60
204074810055,2010-11,Central,Tea,130
204074810055,2010-11,Central,Tomato,210
204074810059,2010-11,Central,Onion,20
204074810059,2010-11,Central,Salt,20
204074810059,2010-11,Central,Sugar,150
204074810060,2010-11,Central,"Bean, brown",100
204074810060,2010-11,Central,Biscuits,20
204074810060,2010-11,Central,"Buns, scones",120
204074810060,2010-11,Central,Cabbage,60
204074810060,2010-11,Central,Cassava tubers,100
204074810060,2010-11,Central,Chips (vendor),100
204074810060,2010-11,Central,Cooking oil,100
204074810060,2010-11,Central,Dried fish,200
204074810060,2010-11,Central,"Mandazi, doughnut (vendor)",50
204074810060,2010-11,Central,Onion,50
204074810060,2010-11,Central,Salt,30
204074810060,2010-11,Central,Sugar,140
204074810060,2010-11,Central,Sugar cane,20
204074810060,2010-11,Central,Tanaposi/rape,20
204074810060,2010-11,Central,"Yeast, baking powder, bicarbonate of soda",10
204074810065,2010-11,Central,Cooking oil,150
204074810065,2010-11,Central,Dried fish,180
204074810065,2010-11,Central,Salt,30
204074810065,2010-11,Central,Soyabean flour,120
204074810065,2010-11,Central,Sugar,70
204074810065,2010-11,Central,Tea,10
204074810065,2010-11,Central,"Yeast, baking powder, bicarbonate of soda",20
204074810080,2010-11,Central,Banana,50
204074810080,2010-11,Central,"Buns, scones",200
204074810080,2010-11,Central,Cooking oil,160
204074810080,2010-11,Central,Dried fish,200
204074810080,2010-11,Central,Salt,40
204074810080,2010-11,Central,Sugar,140
204074810080,2010-11,Central,Tea,20
204074810080,2010-11,Central,Tomato,100
204074810082,2010-11,Central,"Bean, brown",100
204074810082,2010-11,Central,"Buns, scones",135
204074810082,2010-11,Central,Cabbage,70
204074810082,2010-11,Central,Cassava - boiled (vendor),20
204074810082,2010-11,Central,Chicken (vendor),130
204074810082,2010-11,Central,Chips (vendor),150
204074810082,2010-11,Central,Cooking oil,100
204074810082,2010-11,Central,Cucumber,20
204074810082,2010-11,Central,Dried fish,160
204074810082,2010-11,Central,Freezes (flavoured ice),150
204074810082,2010-11,Central,Irish potato,250
204074810082,2010-11,Central,Meal eaten at restaurant,350
204074810082,2010-11,Central,Okra / therere,20
204074810082,2010-11,Central,Salt,40
204074810082,2010-11,Central,Tomato,90
204074810083,2010-11,Central,"Bean, brown",60
204074810083,2010-11,Central,Beef,600
204074810083,2010-11,Central,Bread,240
204074810083,2010-11,Central,"Buns, scones",250
204074810083,2010-11,Central,Cassava tubers,100
204074810083,2010-11,Central,Chips (vendor),350
204074810083,2010-11,Central,Cooking oil,210
204074810083,2010-11,Central,Eggs,300
204074810083,2010-11,Central,Fresh milk,200
204074810083,2010-11,Central,Onion,50
204074810083,2010-11,Central,Rice,480
204074810083,2010-11,Central,Salt,100
204074810083,2010-11,Central,Squash (sobo drink concentrate),300
204074810083,2010-11,Central,Sugar,150
204074810083,2010-11,Central,Tanaposi/rape,560
204074810083,2010-11,Central,Tea,20
204074810083,2010-11,Central,Tomato,140
204074810083,2010-11,Central,White sweet potato,60
204074810085,2010-11,Central,Avocado,400
204074810085,2010-11,Central,"Bean, brown",170
204074810085,2010-11,Central,Beef,1200
204074810085,2010-11,Central,"Buns, scones",560
204074810085,2010-11,Central,Chicken,750
204074810085,2010-11,Central,Chips (vendor),100
204074810085,2010-11,Central,"Cocoa, millo",850
204074810085,2010-11,Central,Cooking oil,340
204074810085,2010-11,Central,Fresh milk,540
204074810085,2010-11,Central,Guava,20
204074810085,2010-11,Central,Onion,100
204074810085,2010-11,Central,Salt,35
204074810085,2010-11,Central,Spices,35
204074810085,2010-11,Central,Sugar,280
204074810085,2010-11,Central,Tanaposi/rape,160
204074810085,2010-11,Central,Tea,30
204074810085,2010-11,Central,Tomato,700
204074810097,2010-11,Central,Avocado,60
204074810097,2010-11,Central,Cooking oil,235
204074810097,2010-11,Central,Fresh fish,450
204074810097,2010-11,Central,Onion,100
204074810097,2010-11,Central,Salt,20
204074810097,2010-11,Central,"Soft drinks (coca-cola, fanta, sprite, etc.)",60
204074810097,2010-11,Central,Sugar,140
204074810097,2010-11,Central,Tanaposi/rape,40
204074810097,2010-11,Central,Tea,20
204074810097,2010-11,Central,Tomato,350
204074810097,2010-11,Central,"Yeast, baking powder, bicarbonate of soda",20
204074810099,2010-11,Central,Beef,500
204074810099,2010-11,Central,Bread,520
204074810099,2010-11,Central,"Buns, scones",360
204074810099,2010-11,Central,Chicken,850
204074810099,2010-11,Central,Cooking oil,450
204074810099,2010-11,Central,Eggs,300
204074810099,2010-11,Central,Maize ufa mgaiwa (normal flour),600
