i,t,m,j,Expenditure
101010160009,2010-11,North,Chambiko - soured milk,60
101010160009,2010-11,North,Cooking oil,60
101010160009,2010-11,North,Dried fish,100
101010160009,2010-11,North,Onion,50
101010160009,2010-11,North,Salt,40
101010160009,2010-11,North,Tomato,80
101010160009,2010-11,North,Traditional beer (masese),120
101010160033,2010-11,North,Cooking oil,40
101010160033,2010-11,North,Goat,150
101010160033,2010-11,North,Salt,10
101010160033,2010-11,North,Tomato,40
101010160033,2010-11,North,Traditional beer (masese),90
101010160033,2010-11,North,"Yeast, baking powder, bicarbonate of soda",10
101010160060,2010-11,North,"Bean, brown",300
101010160060,2010-11,North,Cooking oil,140
101010160060,2010-11,North,Onion,20
101010160060,2010-11,North,Pork,300
101010160060,2010-11,North,Salt,40
101010160060,2010-11,North,Sugar,300
101010160060,2010-11,North,Tomato,60
101010160060,2010-11,North,"Yeast, baking powder, bicarbonate of soda",30
101010160068,2010-11,North,Banana,50
101010160068,2010-11,North,Biscuits,50
101010160068,2010-11,North,Cooking oil,170
101010160068,2010-11,North,"Mandazi, doughnut (vendor)",30
101010160068,2010-11,North,Salt,100
101010160068,2010-11,North,Sugar,150
101010160068,2010-11,North,Tomato,50
101010160069,2010-11,North,Dried fish,50
101010160069,2010-11,North,Eggs,60
101010160069,2010-11,North,Guava,20
101010160069,2010-11,North,"Mandazi, doughnut (vendor)",60
101010160069,2010-11,North,Onion,50
101010160069,2010-11,North,Salt,50
101010160069,2010-11,North,Sugar,50
101010160069,2010-11,North,Sugar cane,40
101010160069,2010-11,North,Tanaposi/rape,80
101010160069,2010-11,North,Tomato,50
101010160070,2010-11,North,Cooking oil,550
101010160070,2010-11,North,Dried fish,100
101010160070,2010-11,North,"Mandazi, doughnut (vendor)",220
101010160070,2010-11,North,Onion,20
101010160070,2010-11,North,Salt,50
101010160070,2010-11,North,Sugar,300
101010160070,2010-11,North,Tea,50
101010160070,2010-11,North,Tomato,100
101010160074,2010-11,North,Cooking oil,40
101010160074,2010-11,North,Onion,100
101010160074,2010-11,North,Salt,20
101010160074,2010-11,North,Sugar,150
101010160074,2010-11,North,Tea,30
101010160074,2010-11,North,Tomato,60
101010160074,2010-11,North,Traditional beer (masese),60
101010160086,2010-11,North,"Bean, brown",600
101010160086,2010-11,North,Cassava tubers,100
101010160086,2010-11,North,Cooking oil,300
101010160086,2010-11,North,Dried fish,150
101010160086,2010-11,North,Eggs,120
101010160086,2010-11,North,"Mandazi, doughnut (vendor)",180
101010160086,2010-11,North,Onion,40
101010160086,2010-11,North,Salt,20
101010160086,2010-11,North,Sugar,300
101010160086,2010-11,North,Tea,20
101010160086,2010-11,North,Tomato,100
101010160096,2010-11,North,Biscuits,100
101010160096,2010-11,North,Cassava tubers,200
101010160096,2010-11,North,Cooking oil,20
101010160096,2010-11,North,Fresh fish,100
101010160096,2010-11,North,Nkhwani,100
101010160096,2010-11,North,Onion,40
101010160096,2010-11,North,Papaya,100
101010160096,2010-11,North,Salt,20
101010160096,2010-11,North,Sugar,150
101010160143,2010-11,North,"Bean, brown",250
101010160143,2010-11,North,Cooking oil,60
101010160143,2010-11,North,Goat,300
101010160143,2010-11,North,"Mandazi, doughnut (vendor)",50
101010160143,2010-11,North,Onion,20
101010160143,2010-11,North,Salt,40
101010160143,2010-11,North,Sugar,150
101010160143,2010-11,North,Tea,20
101010160143,2010-11,North,Tomato,60
101010160143,2010-11,North,Traditional beer (masese),150
101010160159,2010-11,North,Banana,10
101010160159,2010-11,North,"Bean, brown",50
101010160159,2010-11,North,Chambiko - soured milk,25
101010160159,2010-11,North,Pumpkin,50
101010160159,2010-11,North,Salt,20
101010160159,2010-11,North,Sugar,50
101010160180,2010-11,North,"Bean, white",100
101010160180,2010-11,North,Cooking oil,40
101010160180,2010-11,North,Salt,20
101010160180,2010-11,North,Tomato,50
101010160180,2010-11,North,"Yeast, baking powder, bicarbonate of soda",5
101010160207,2010-11,North,"Bean, brown",100
101010160207,2010-11,North,"Bean, white",100
101010160207,2010-11,North,Cassava flour,500
101010160207,2010-11,North,Cassava tubers,250
101010160207,2010-11,North,Cooking oil,50
101010160207,2010-11,North,Nkhwani,100
101010160207,2010-11,North,Onion,50
101010160207,2010-11,North,Salt,50
101010160207,2010-11,North,Sugar,150
101010160207,2010-11,North,Tomato,100
101010160207,2010-11,North,White sweet potato,200
101010160235,2010-11,North,Avocado,60
101010160235,2010-11,North,Banana,30
101010160235,2010-11,North,"Bean, white",50
101010160235,2010-11,North,Chambiko - soured milk,300
101010160235,2010-11,North,"Citrus  naartje, orange, etc.",20
101010160235,2010-11,North,Cooking oil,150
101010160235,2010-11,North,Eggs,60
101010160235,2010-11,North,"Mandazi, doughnut (vendor)",50
101010160235,2010-11,North,Nkhwani,20
101010160235,2010-11,North,Salt,50
101010160235,2010-11,North,Sugar,160
101010160235,2010-11,North,Tomato,30
101010160254,2010-11,North,Chambiko - soured milk,100
101010160254,2010-11,North,Salt,20
101010160265,2010-11,North,"Bean, brown",25
101010160265,2010-11,North,Salt,20
101012040003,2010-11,North,"Bean, brown",100
101012040003,2010-11,North,Cooking oil,100
101012040003,2010-11,North,Dried fish,50
101012040003,2010-11,North,Onion,20
101012040003,2010-11,North,Other cultivated green leafy vegetables,40
101012040003,2010-11,North,Salt,30
101012040003,2010-11,North,Tomato,50
101012040007,2010-11,North,"Mandazi, doughnut (vendor)",30
101012040007,2010-11,North,Pork,300
101012040007,2010-11,North,Salt,40
101012040007,2010-11,North,Sugar,80
101012040011,2010-11,North,"Bean, brown",200
101012040011,2010-11,North,Cooking oil,70
101012040011,2010-11,North,Dried fish,100
101012040011,2010-11,North,"Mandazi, doughnut (vendor)",50
101012040011,2010-11,North,Onion,50
101012040011,2010-11,North,Salt,50
101012040011,2010-11,North,Tanaposi/rape,20
101012040011,2010-11,North,Tomato,20
101012040020,2010-11,North,"Bean, brown",75
101012040020,2010-11,North,Onion,50
101012040020,2010-11,North,Salt,40
101012040020,2010-11,North,Tanaposi/rape,280
101012040020,2010-11,North,Tomato,50
101012040024,2010-11,North,Banana,20
101012040024,2010-11,North,"Bean, brown",100
101012040024,2010-11,North,Cooking oil,100
101012040024,2010-11,North,Dried fish,50
101012040024,2010-11,North,"Mandazi, doughnut (vendor)",100
101012040024,2010-11,North,Onion,20
101012040024,2010-11,North,Rice,80
101012040024,2010-11,North,Salt,50
101012040024,2010-11,North,Sugar,180
101012040024,2010-11,North,Tanaposi/rape,20
101012040024,2010-11,North,Tea,20
101012040024,2010-11,North,Tomato,20
101012040028,2010-11,North,Banana,40
101012040028,2010-11,North,"Bean, brown",120
101012040028,2010-11,North,Cooking oil,60
101012040028,2010-11,North,Dried fish,50
101012040028,2010-11,North,"Mandazi, doughnut (vendor)",40
101012040028,2010-11,North,Onion,50
101012040028,2010-11,North,Orange sweet potato,100
101012040028,2010-11,North,Powdered milk,50
101012040028,2010-11,North,Rice,160
101012040028,2010-11,North,Salt,20
101012040028,2010-11,North,Sugar,80
101012040028,2010-11,North,Tanaposi/rape,50
101012040028,2010-11,North,Tea,15
101012040028,2010-11,North,Tomato,50
101012040037,2010-11,North,"Buns, scones",100
101012040037,2010-11,North,Cabbage,30
101012040037,2010-11,North,Chibuku (commercial traditional-style beer),300
101012040037,2010-11,North,Chinese cabbage,50
101012040037,2010-11,North,Cooking oil,70
101012040037,2010-11,North,Dried fish,200
101012040037,2010-11,North,Goat,300
101012040037,2010-11,North,Onion,20
101012040037,2010-11,North,Salt,20
101012040037,2010-11,North,Sugar,170
101012040037,2010-11,North,White sweet potato,100
101012040037,2010-11,North,"Yeast, baking powder, bicarbonate of soda",50
101012040041,2010-11,North,Cooking oil,80
101012040041,2010-11,North,"Mandazi, doughnut (vendor)",30
101012040041,2010-11,North,Salt,20
101012040041,2010-11,North,Sugar,180
101012040041,2010-11,North,Tanaposi/rape,40
101012040041,2010-11,North,Tomato,100
101012040045,2010-11,North,Salt,50
101012040045,2010-11,North,Tanaposi/rape,130
101012040045,2010-11,North,Tomato,50
101012040054,2010-11,North,"Bean, brown",200
101012040054,2010-11,North,Bread,100
101012040054,2010-11,North,"Buns, scones",160
101012040054,2010-11,North,Chibuku (commercial traditional-style beer),500
101012040054,2010-11,North,Cooking oil,100
101012040054,2010-11,North,Dried fish,150
101012040054,2010-11,North,Eggs,100
101012040054,2010-11,North,Goat,300
101012040054,2010-11,North,"Mandazi, doughnut (vendor)",100
101012040054,2010-11,North,Onion,100
101012040054,2010-11,North,Orange sweet potato,100
101012040054,2010-11,North,Pork,350
101012040054,2010-11,North,Rice,150
101012040054,2010-11,North,Salt,20
101012040054,2010-11,North,Soyabean flour,200
101012040054,2010-11,North,Sugar,80
101012040054,2010-11,North,Tea,25
101012040054,2010-11,North,Tomato,200
101012040058,2010-11,North,Chinese cabbage,100
101012040058,2010-11,North,Dried fish,50
101012040058,2010-11,North,Other cultivated green leafy vegetables,40
101012040058,2010-11,North,Salt,100
101012040058,2010-11,North,Sugar,170
101012040058,2010-11,North,Tomato,100
101012040058,2010-11,North,White sweet potato,150
101012040062,2010-11,North,Cooking oil,30
101012040062,2010-11,North,Onion,40
101012040062,2010-11,North,Salt,20
101012040062,2010-11,North,Traditional beer (masese),90
101012040071,2010-11,North,"Bean, white",1400
101012040071,2010-11,North,Cabbage,440
101012040071,2010-11,North,Chinese cabbage,70
101012040071,2010-11,North,"Citrus  naartje, orange, etc.",400
101012040071,2010-11,North,Cooking oil,800
101012040071,2010-11,North,Dried fish,500
101012040071,2010-11,North,Green maize,460
101012040071,2010-11,North,Onion,60
101012040071,2010-11,North,Salt,100
101012040071,2010-11,North,Sugar,680
101012040071,2010-11,North,Tanaposi/rape,70
101012040071,2010-11,North,Tea,80
101012040071,2010-11,North,Tomato,300
101012040071,2010-11,North,White sweet potato,250
101012040071,2010-11,North,"Yeast, baking powder, bicarbonate of soda",30
101012040075,2010-11,North,Cooking oil,60
101012040075,2010-11,North,Dried fish,50
101012040075,2010-11,North,Onion,20
101012040075,2010-11,North,Salt,20
101012040075,2010-11,North,Sugar,170
101012040075,2010-11,North,Tanaposi/rape,50
101012040075,2010-11,North,Tea,25
101012040075,2010-11,North,White sweet potato,40
101012040079,2010-11,North,"Bean, brown",50
101012040079,2010-11,North,Cooking oil,80
101012040079,2010-11,North,Dried fish,50
101012040079,2010-11,North,Onion,20
101012040079,2010-11,North,Salt,20
101012040079,2010-11,North,Sugar,170
101012040079,2010-11,North,Tanaposi/rape,40
101012040079,2010-11,North,Tomato,50
101012040079,2010-11,North,White sweet potato,100
101012040087,2010-11,North,Salt,20
101012150001,2010-11,North,Onion,50
101012150001,2010-11,North,Salt,20
101012150004,2010-11,North,Locally brewed liquor (kachasu),90
101012150004,2010-11,North,Onion,20
101012150004,2010-11,North,Salt,10
101012150004,2010-11,North,Tomato,20
101012150021,2010-11,North,Banana,120
101012150021,2010-11,North,Cooking oil,100
101012150021,2010-11,North,Salt,60
101012150022,2010-11,North,Cooking oil,150
101012150022,2010-11,North,Dried fish,100
101012150022,2010-11,North,Onion,60
101012150022,2010-11,North,Salt,50
101012150022,2010-11,North,Sugar,200
101012150022,2010-11,North,Tea,20
101012150022,2010-11,North,Tomato,80
101012150026,2010-11,North,Avocado,60
101012150026,2010-11,North,Banana,30
101012150026,2010-11,North,Beef,350
101012150026,2010-11,North,Bread,140
101012150026,2010-11,North,Chips (vendor),150
101012150026,2010-11,North,Cooking oil,120
101012150026,2010-11,North,Eggs,100
101012150026,2010-11,North,Fresh fish,150
101012150026,2010-11,North,Fresh milk,60
101012150026,2010-11,North,Onion,20
101012150026,2010-11,North,Rice,300
101012150026,2010-11,North,Salt,65
101012150026,2010-11,North,Sugar,200
101012150026,2010-11,North,Tanaposi/rape,40
101012150026,2010-11,North,Tea,30
101012150026,2010-11,North,Tomato,60
101012150026,2010-11,North,White sweet potato,50
101012150028,2010-11,North,Goat,50
101012150028,2010-11,North,Salt,20
101012150028,2010-11,North,Tomato,30
101012150028,2010-11,North,Traditional beer (masese),60
101012150034,2010-11,North,Fresh fish,300
101012150034,2010-11,North,Nkhwani,30
101012150034,2010-11,North,Onion,50
101012150034,2010-11,North,Salt,20
101012150034,2010-11,North,Sugar,90
101012150034,2010-11,North,Tea,30
101012150034,2010-11,North,Tomato,60
101012150038,2010-11,North,Chambiko - soured milk,60
101012150038,2010-11,North,Onion,20
101012150038,2010-11,North,Salt,40
101012150038,2010-11,North,Tomato,20
101012150040,2010-11,North,"Mandazi, doughnut (vendor)",40
101012150040,2010-11,North,Onion,20
101012150040,2010-11,North,Salt,20
101012150040,2010-11,North,Tomato,40
101012150040,2010-11,North,White sweet potato,80
101012150045,2010-11,North,Salt,30
101012150048,2010-11,North,Avocado,80
101012150048,2010-11,North,Cooking oil,80
101012150048,2010-11,North,Fresh milk,150
101012150048,2010-11,North,"Mandazi, doughnut (vendor)",40
101012150048,2010-11,North,Onion,20
101012150048,2010-11,North,Salt,30
101012150048,2010-11,North,Sugar,200
101012150048,2010-11,North,Tanaposi/rape,30
101012150048,2010-11,North,Tea,30
101012150048,2010-11,North,Tomato,100
101012150048,2010-11,North,White sweet potato,50
101012150049,2010-11,North,Banana,30
101012150049,2010-11,North,Beef,300
101012150049,2010-11,North,Bread,100
101012150049,2010-11,North,Cooking oil,100
101012150049,2010-11,North,Fresh fish,60
101012150049,2010-11,North,Onion,40
101012150049,2010-11,North,Rice,180
101012150049,2010-11,North,Salt,30
101012150049,2010-11,North,"Soft drinks (coca-cola, fanta, sprite, etc.)",140
101012150049,2010-11,North,Squash (sobo drink concentrate),150
101012150049,2010-11,North,Sugar,200
101012150049,2010-11,North,Tea,20
101012150049,2010-11,North,Tomato,20
101012150049,2010-11,North,"Yeast, baking powder, bicarbonate of soda",30
101012150053,2010-11,North,Onion,60
101012150053,2010-11,North,Salt,30
101012150059,2010-11,North,Salt,20
101012150059,2010-11,North,Tomato,20
101012150060,2010-11,North,"Bean, brown",20
101012150060,2010-11,North,"Buns, scones",30
101012150060,2010-11,North,Fresh fish,200
101012150060,2010-11,North,Salt,40
101012150060,2010-11,North,Tomato,50
101012150074,2010-11,North,Cabbage,25
101012150074,2010-11,North,Cassava tubers,150
101012150074,2010-11,North,Onion,50
101012150074,2010-11,North,Salt,40
101012150074,2010-11,North,Sugar,200
101012150074,2010-11,North,Tomato,20
101015620009,2010-11,North,Banana,20
101015620009,2010-11,North,"Bean, white",160
101015620009,2010-11,North,Cabbage,50
101015620009,2010-11,North,Coffee,50
101015620009,2010-11,North,Cooking oil,80
101015620009,2010-11,North,Dried fish,150
101015620009,2010-11,North,Green maize,70
101015620009,2010-11,North,"Mandazi, doughnut (vendor)",40
101015620009,2010-11,North,Onion,10
101015620009,2010-11,North,Pork,200
101015620009,2010-11,North,Rice,180
101015620009,2010-11,North,Salt,40
101015620009,2010-11,North,Squash (sobo drink concentrate),150
101015620009,2010-11,North,Sugar,170
101015620009,2010-11,North,Tomato,90
101015620009,2010-11,North,White sweet potato,100
101015620009,2010-11,North,"Yeast, baking powder, bicarbonate of soda",10
101015620020,2010-11,North,Banana,40
101015620020,2010-11,North,Bread,130
101015620020,2010-11,North,Chambiko - soured milk,90
101015620020,2010-11,North,Cooking oil,350
101015620020,2010-11,North,Dried fish,100
101015620020,2010-11,North,"Mandazi, doughnut (vendor)",80
101015620020,2010-11,North,Nkhwani,50
101015620020,2010-11,North,Onion,50
101015620020,2010-11,North,Pork,300
101015620020,2010-11,North,Salt,30
101015620020,2010-11,North,Sugar,170
101015620020,2010-11,North,Tanaposi/rape,30
101015620020,2010-11,North,Tea,20
101015620020,2010-11,North,Tomato,100
101015620031,2010-11,North,"Bean, white",200
101015620031,2010-11,North,Beef,875
101015620031,2010-11,North,Cabbage,40
101015620031,2010-11,North,Cooking oil,350
101015620031,2010-11,North,Dried fish,100
101015620031,2010-11,North,Goat,200
101015620031,2010-11,North,Groundnut flour,100
101015620031,2010-11,North,"Mandazi, doughnut (vendor)",50
101015620031,2010-11,North,Onion,50
101015620031,2010-11,North,Salt,50
101015620031,2010-11,North,Sugar,340
101015620031,2010-11,North,Tomato,50
101015620031,2010-11,North,White sweet potato,200
101015620042,2010-11,North,Banana,100
101015620042,2010-11,North,"Bean, brown",100
101015620042,2010-11,North,Chambiko - soured milk,120
101015620042,2010-11,North,Cooking oil,100
101015620042,2010-11,North,Dried fish,200
101015620042,2010-11,North,Groundnut,50
101015620042,2010-11,North,Pork,300
101015620042,2010-11,North,Salt,20
101015620042,2010-11,North,Soyabean flour,80
101015620042,2010-11,North,Sugar,170
101015620042,2010-11,North,Tanaposi/rape,80
101015620042,2010-11,North,Tomato,60
101015620053,2010-11,North,Banana,20
101015620053,2010-11,North,Chambiko - soured milk,90
101015620053,2010-11,North,Cooking oil,350
101015620053,2010-11,North,Dried fish,250
101015620053,2010-11,North,Salt,30
101015620053,2010-11,North,Sugar,170
101015620053,2010-11,North,Tomato,50
101015620053,2010-11,North,White sweet potato,40
101015620064,2010-11,North,Banana,40
101015620064,2010-11,North,"Bean, brown",50
101015620064,2010-11,North,"Bean, white",100
101015620064,2010-11,North,Bread,200
101015620064,2010-11,North,"Buns, scones",200
101015620064,2010-11,North,Chambiko - soured milk,500
101015620064,2010-11,North,Cooking oil,400
101015620064,2010-11,North,Dried fish,150
101015620064,2010-11,North,Fresh milk,100
101015620064,2010-11,North,Goat,400
101015620064,2010-11,North,Irish potato,100
101015620064,2010-11,North,"Mandazi, doughnut (vendor)",100
101015620064,2010-11,North,Onion,20
101015620064,2010-11,North,Pork,400
101015620064,2010-11,North,Rice,450
101015620064,2010-11,North,Salt,40
101015620064,2010-11,North,Squash (sobo drink concentrate),360
101015620064,2010-11,North,Sugar,320
101015620064,2010-11,North,Tanaposi/rape,150
101015620064,2010-11,North,Tomato,60
101015620064,2010-11,North,White sweet potato,180
101015620064,2010-11,North,"Yeast, baking powder, bicarbonate of soda",20
101015620075,2010-11,North,"Bean, brown",50
101015620075,2010-11,North,Dried fish,150
101015620075,2010-11,North,Onion,20
101015620075,2010-11,North,Orange sweet potato,80
101015620075,2010-11,North,Salt,25
101015620075,2010-11,North,Tanaposi/rape,120
101015620075,2010-11,North,Tomato,100
101015620086,2010-11,North,Cooking oil,80
101015620086,2010-11,North,Onion,40
101015620086,2010-11,North,Salt,25
101015620086,2010-11,North,Sugar,180
101015620086,2010-11,North,Tanaposi/rape,90
101015620086,2010-11,North,Tea,20
101015620086,2010-11,North,Tomato,40
101015620096,2010-11,North,"Bean, brown",100
101015620096,2010-11,North,Cooking oil,80
101015620096,2010-11,North,Dried fish,100
101015620096,2010-11,North,Onion,20
101015620096,2010-11,North,Salt,25
101015620096,2010-11,North,Sugar,180
101015620096,2010-11,North,Tanaposi/rape,40
101015620096,2010-11,North,Tea,20
101015620096,2010-11,North,Tomato,60
101015620096,2010-11,North,White sweet potato,60
101015620118,2010-11,North,"Bean, brown",100
101015620118,2010-11,North,Cooking oil,120
101015620118,2010-11,North,Dried fish,150
101015620118,2010-11,North,Maize ufa refined (fine flour),200
101015620118,2010-11,North,Onion,20
101015620118,2010-11,North,Salt,25
101015620118,2010-11,North,Tanaposi/rape,40
101015620118,2010-11,North,Tomato,40
101015620140,2010-11,North,"Bean, brown",50
101015620140,2010-11,North,"Bean, white",50
101015620140,2010-11,North,Cabbage,50
101015620140,2010-11,North,Chambiko - soured milk,120
101015620140,2010-11,North,Chibuku (commercial traditional-style beer),220
101015620140,2010-11,North,Cocoyam (masimbi),60
101015620140,2010-11,North,Cooking oil,30
101015620140,2010-11,North,Dried fish,100
101015620140,2010-11,North,"Mandazi, doughnut (vendor)",100
101015620140,2010-11,North,Onion,30
101015620140,2010-11,North,Pork,400
101015620140,2010-11,North,Salt,40
101015620140,2010-11,North,Sugar,360
101015620140,2010-11,North,Tomato,150
101015620140,2010-11,North,Traditional beer (masese),210
101015620140,2010-11,North,White sweet potato,120
101015620162,2010-11,North,"Bean, brown",150
101015620162,2010-11,North,"Bean, white",100
101015620162,2010-11,North,Cooking oil,700
101015620162,2010-11,North,Dried fish,200
101015620162,2010-11,North,Irish potato,80
101015620162,2010-11,North,"Mandazi, doughnut (vendor)",300
101015620162,2010-11,North,Onion,50
101015620162,2010-11,North,Rice,290
101015620162,2010-11,North,Salt,50
101015620162,2010-11,North,Soyabean flour,80
101015620162,2010-11,North,Sugar,410
101015620162,2010-11,North,Tea,45
101015620162,2010-11,North,Tomato,140
101015620162,2010-11,North,White sweet potato,100
101015620184,2010-11,North,Banana,80
101015620184,2010-11,North,"Bean, white",300
101015620184,2010-11,North,Beef,350
101015620184,2010-11,North,"Buns, scones",20
101015620184,2010-11,North,Cabbage,60
101015620184,2010-11,North,Chambiko - soured milk,500
101015620184,2010-11,North,Chinese cabbage,20
101015620184,2010-11,North,Cooking oil,160
101015620184,2010-11,North,Dried fish,200
101015620184,2010-11,North,Onion,40
101015620184,2010-11,North,Rice,200
101015620184,2010-11,North,Salt,50
101015620184,2010-11,North,"Soft drinks (coca-cola, fanta, sprite, etc.)",50
101015620184,2010-11,North,Sugar,340
101015620184,2010-11,North,Tanaposi/rape,20
101015620184,2010-11,North,Tea,20
101015620184,2010-11,North,Tomato,100
101015620184,2010-11,North,Wheat flour,180
101015620184,2010-11,North,White sweet potato,100
101015620184,2010-11,North,"Yeast, baking powder, bicarbonate of soda",30
101015620195,2010-11,North,Cooking oil,100
101015620195,2010-11,North,Dried fish,150
101015620195,2010-11,North,Nkhwani,40
101015620195,2010-11,North,Pork,150
101015620195,2010-11,North,Salt,20
101015620195,2010-11,North,Sugar,50
101015620195,2010-11,North,Tanaposi/rape,40
101015620195,2010-11,North,Tomato,60
101015620205,2010-11,North,Cooking oil,20
101015620205,2010-11,North,Dried fish,50
101015620205,2010-11,North,Groundnut,30
101015620205,2010-11,North,Groundnut flour,40
101015620205,2010-11,North,Onion,10
101015620205,2010-11,North,Salt,25
101015620205,2010-11,North,Sugar,40
101015620205,2010-11,North,Tanaposi/rape,10
101015620205,2010-11,North,Tomato,20
101015620205,2010-11,North,White sweet potato,40
101015620227,2010-11,North,"Bean, white",200
101015620227,2010-11,North,Beef,200
101015620227,2010-11,North,"Bottled / canned beer (carlsberg, etc.)",300
101015620227,2010-11,North,Bread,400
101015620227,2010-11,North,Chibuku (commercial traditional-style beer),270
101015620227,2010-11,North,Chinese cabbage,50
101015620227,2010-11,North,Cooking oil,140
101015620227,2010-11,North,Dried fish,200
101015620227,2010-11,North,Goat,150
101015620227,2010-11,North,Nkhwani,40
101015620227,2010-11,North,Onion,50
101015620227,2010-11,North,Pork,150
101015620227,2010-11,North,Rice,240
101015620227,2010-11,North,Salt,50
101015620227,2010-11,North,Sugar,340
101015620227,2010-11,North,Tea,20
101015620227,2010-11,North,Tomato,100
101015620227,2010-11,North,Traditional beer (masese),90
101015620227,2010-11,North,"Yeast, baking powder, bicarbonate of soda",30
101020040001,2010-11,North,"Bean, brown",250
101020040001,2010-11,North,Chambiko - soured milk,250
101020040001,2010-11,North,Cooking oil,300
101020040001,2010-11,North,Goat,300
101020040001,2010-11,North,Onion,100
101020040001,2010-11,North,Salt,25
101020040001,2010-11,North,Traditional beer (masese),100
101020040008,2010-11,North,Chicken,350
101020040008,2010-11,North,Salt,20
101020040008,2010-11,North,Traditional beer (masese),150
101020040012,2010-11,North,Avocado,30
101020040012,2010-11,North,Banana,50
101020040012,2010-11,North,"Bean, brown",170
101020040012,2010-11,North,Salt,20
101020040012,2010-11,North,Tomato,40
101020040012,2010-11,North,White sweet potato,100
101020040015,2010-11,North,Cooking oil,150
101020040015,2010-11,North,Onion,20
101020040015,2010-11,North,Salt,20
101020040028,2010-11,North,Banana,100
101020040028,2010-11,North,Cassava tubers,150
101020040028,2010-11,North,Cooking oil,100
101020040028,2010-11,North,Freezes (flavoured ice),15
101020040028,2010-11,North,Mutton,350
101020040028,2010-11,North,Onion,20
101020040028,2010-11,North,"Plantain, cooking banana",100
101020040028,2010-11,North,Salt,20
101020040031,2010-11,North,"Bean, brown",250
101020040031,2010-11,North,Cooking oil,100
101020040031,2010-11,North,Salt,80
101020040031,2010-11,North,Sugar,150
101020040031,2010-11,North,Sugar cane,50
101020040031,2010-11,North,Tea,10
101020040034,2010-11,North,"Bean, brown",300
101020040034,2010-11,North,Biscuits,10
101020040034,2010-11,North,"Buns, scones",60
101020040034,2010-11,North,Cabbage,200
101020040034,2010-11,North,Chambiko - soured milk,300
101020040034,2010-11,North,"Citrus  naartje, orange, etc.",40
101020040034,2010-11,North,Cooking oil,130
101020040034,2010-11,North,Maize ufa mgaiwa (normal flour),250
101020040034,2010-11,North,"Mandazi, doughnut (vendor)",50
101020040034,2010-11,North,Papaya,40
101020040034,2010-11,North,"Plantain, cooking banana",100
101020040034,2010-11,North,Rice,500
101020040034,2010-11,North,Salt,20
101020040034,2010-11,North,Samosa (vendor),20
101020040034,2010-11,North,"Soft drinks (coca-cola, fanta, sprite, etc.)",170
101020040034,2010-11,North,Sugar,40
101020040034,2010-11,North,Tea,30
101020040034,2010-11,North,Traditional beer (masese),100
101020040039,2010-11,North,Cooking oil,50
101020040039,2010-11,North,Salt,20
101020040042,2010-11,North,Onion,40
101020040042,2010-11,North,Pumpkin,80
101020040042,2010-11,North,Salt,20
101020040042,2010-11,North,Sugar,50
101020040042,2010-11,North,Tea,20
101020040042,2010-11,North,Tomato,40
101020040042,2010-11,North,Traditional beer (masese),250
101020040042,2010-11,North,White sweet potato,100
101020040059,2010-11,North,Salt,20
101020040061,2010-11,North,Salt,25
101020040061,2010-11,North,Sugar,150
101020040061,2010-11,North,Tomato,50
101020040093,2010-11,North,Avocado,100
101020040093,2010-11,North,"Bean, brown",200
101020040093,2010-11,North,Cassava tubers,70
101020040093,2010-11,North,Goat,350
101020040093,2010-11,North,Salt,50
101020040093,2010-11,North,Tomato,20
101020040093,2010-11,North,Traditional beer (masese),30
101020040101,2010-11,North,Salt,20
101020040104,2010-11,North,Cooking oil,100
101020040104,2010-11,North,Salt,40
101020040104,2010-11,North,Smoked fish,50
101020040104,2010-11,North,Sugar,150
101020040104,2010-11,North,Tea,40
101020040121,2010-11,North,Salt,25
101020040121,2010-11,North,Sugar,150
101020040121,2010-11,North,Tea,20
101020040121,2010-11,North,Tomato,20
101020040121,2010-11,North,White sweet potato,50
101020040128,2010-11,North,Cooking oil,50
101020040128,2010-11,North,Salt,20
101034140003,2010-11,North,Dried fish,250
101034140003,2010-11,North,Rice,280
101034140003,2010-11,North,Salt,40
101034140003,2010-11,North,Sugar,170
101034140003,2010-11,North,Tomato,80
101034140009,2010-11,North,"Bean, brown",100
101034140009,2010-11,North,Dried fish,150
101034140009,2010-11,North,Salt,20
101034140009,2010-11,North,Tanaposi/rape,80
101034140009,2010-11,North,Tomato,40
101034140020,2010-11,North,Cooking oil,185
101034140020,2010-11,North,Dried fish,200
101034140020,2010-11,North,Onion,50
101034140020,2010-11,North,Salt,40
101034140020,2010-11,North,Sugar,160
101034140020,2010-11,North,Tanaposi/rape,80
101034140025,2010-11,North,"Bean, brown",100
101034140025,2010-11,North,Cooking oil,50
101034140025,2010-11,North,Dried fish,100
101034140025,2010-11,North,Salt,20
101034140025,2010-11,North,Tanaposi/rape,100
101034140025,2010-11,North,Tomato,50
101034140031,2010-11,North,"Bean, white",350
101034140031,2010-11,North,"Buns, scones",300
101034140031,2010-11,North,Cooking oil,350
101034140031,2010-11,North,Dried fish,350
101034140031,2010-11,North,Eggs,40
101034140031,2010-11,North,Fresh milk,540
101034140031,2010-11,North,Irish potato,250
101034140031,2010-11,North,Onion,200
101034140031,2010-11,North,Rice,400
101034140031,2010-11,North,Salt,100
101034140031,2010-11,North,"Soft drinks (coca-cola, fanta, sprite, etc.)",160
101034140031,2010-11,North,Spices,50
