i,t,m,Rural
104052130003,2010-11,North,1
104052130007,2010-11,North,1
104052130011,2010-11,North,1
104052130019,2010-11,North,1
104052130039,2010-11,North,1
104052130045,2010-11,North,1
104052130054,2010-11,North,1
104052130062,2010-11,North,1
104052130081,2010-11,North,1
104052130093,2010-11,North,1
104052130100,2010-11,North,1
104052130110,2010-11,North,1
104052130122,2010-11,North,1
104052130146,2010-11,North,1
104052130162,2010-11,North,1
104052130167,2010-11,North,1
105015050001,2010-11,North,1
105015050002,2010-11,North,1
105015050003,2010-11,North,1
105015050004,2010-11,North,1
105015050005,2010-11,North,1
105015050006,2010-11,North,1
105015050007,2010-11,North,1
105015050008,2010-11,North,1
105015050009,2010-11,North,1
105015050010,2010-11,North,1
105015050011,2010-11,North,1
105015050012,2010-11,North,1
105015050013,2010-11,North,1
105015050014,2010-11,North,1
105015050015,2010-11,North,1
105015050016,2010-11,North,1
105017090009,2010-11,North,1
105017090026,2010-11,North,1
105017090049,2010-11,North,1
105017090050,2010-11,North,1
105017090062,2010-11,North,1
105017090064,2010-11,North,1
105017090069,2010-11,North,1
105017090077,2010-11,North,1
105017090083,2010-11,North,1
105017090086,2010-11,North,1
105017090091,2010-11,North,1
105017090117,2010-11,North,1
105017090120,2010-11,North,1
105017090122,2010-11,North,1
105017090131,2010-11,North,1
105017090142,2010-11,North,1
105022680036,2010-11,North,1
105022680063,2010-11,North,1
105022680090,2010-11,North,1
105022680170,2010-11,North,1
105022680216,2010-11,North,1
105022680242,2010-11,North,1
105022680273,2010-11,North,1
105022680301,2010-11,North,1
105022680323,2010-11,North,1
105022680324,2010-11,North,1
105022680337,2010-11,North,1
105022680350,2010-11,North,1
105022680375,2010-11,North,1
105022680376,2010-11,North,1
105022680391,2010-11,North,1
105022680406,2010-11,North,1
105025930009,2010-11,North,1
105025930015,2010-11,North,1
105025930020,2010-11,North,1
105025930026,2010-11,North,1
105025930037,2010-11,North,1
105025930042,2010-11,North,1
105025930047,2010-11,North,1
105025930053,2010-11,North,1
105025930064,2010-11,North,1
105025930069,2010-11,North,1
105025930075,2010-11,North,1
105025930080,2010-11,North,1
105025930091,2010-11,North,1
105025930097,2010-11,North,1
105025930102,2010-11,North,1
105025930113,2010-11,North,1
105033670001,2010-11,North,1
105033670004,2010-11,North,1
105033670007,2010-11,North,1
105033670008,2010-11,North,1
105033670009,2010-11,North,1
105033670014,2010-11,North,1
105033670017,2010-11,North,1
105033670018,2010-11,North,1
105033670021,2010-11,North,1
105033670024,2010-11,North,1
105033670028,2010-11,North,1
105033670030,2010-11,North,1
105033670032,2010-11,North,1
105033670035,2010-11,North,1
105033670040,2010-11,North,1
105033670045,2010-11,North,1
105051360004,2010-11,North,1
105051360005,2010-11,North,1
105051360010,2010-11,North,1
105051360013,2010-11,North,1
105051360016,2010-11,North,1
105051360034,2010-11,North,1
105051360035,2010-11,North,1
105051360053,2010-11,North,1
105051360062,2010-11,North,1
105051360068,2010-11,North,1
105051360069,2010-11,North,1
105051360070,2010-11,North,1
105051360075,2010-11,North,1
105051360077,2010-11,North,1
105051360081,2010-11,North,1
105051360098,2010-11,North,1
105053100003,2010-11,North,1
105053100008,2010-11,North,1
105053100020,2010-11,North,1
105053100025,2010-11,North,1
105053100031,2010-11,North,1
105053100042,2010-11,North,1
105053100048,2010-11,North,1
105053100054,2010-11,North,1
105053100065,2010-11,North,1
105053100071,2010-11,North,1
105053100076,2010-11,North,1
105053100088,2010-11,North,1
105053100093,2010-11,North,1
105053100099,2010-11,North,1
105053100110,2010-11,North,1
105053100116,2010-11,North,1
105055080001,2010-11,North,1
105055080010,2010-11,North,1
105055080021,2010-11,North,1
105055080031,2010-11,North,1
105055080041,2010-11,North,1
105055080061,2010-11,North,1
105055080072,2010-11,North,1
105055080082,2010-11,North,1
105055080092,2010-11,North,1
105055080113,2010-11,North,1
105055080123,2010-11,North,1
105055080133,2010-11,North,1
105055080164,2010-11,North,1
105055080174,2010-11,North,1
105055080195,2010-11,North,1
105055080205,2010-11,North,1
105071750010,2010-11,North,1
105071750022,2010-11,North,1
105071750033,2010-11,North,1
105071750045,2010-11,North,1
105071750069,2010-11,North,1
105071750081,2010-11,North,1
105071750093,2010-11,North,1
105071750104,2010-11,North,1
105071750116,2010-11,North,1
105071750128,2010-11,North,1
105071750152,2010-11,North,1
105071750163,2010-11,North,1
105071750175,2010-11,North,1
105071750199,2010-11,North,1
105071750211,2010-11,North,1
105071750246,2010-11,North,1
105073440008,2010-11,North,1
105073440016,2010-11,North,1
105073440027,2010-11,North,1
105073440033,2010-11,North,1
105073440041,2010-11,North,1
105073440053,2010-11,North,1
105073440060,2010-11,North,1
105073440081,2010-11,North,1
105073440103,2010-11,North,1
105073440106,2010-11,North,1
105073440115,2010-11,North,1
105073440121,2010-11,North,1
105073440126,2010-11,North,1
105073440131,2010-11,North,1
105073440136,2010-11,North,1
105073440152,2010-11,North,1
105093190002,2010-11,North,1
105093190013,2010-11,North,1
105093190021,2010-11,North,1
105093190045,2010-11,North,1
105093190056,2010-11,North,1
105093190058,2010-11,North,1
105093190062,2010-11,North,1
105093190116,2010-11,North,1
105093190129,2010-11,North,1
105093190148,2010-11,North,1
105093190150,2010-11,North,1
105093190189,2010-11,North,1
105093190205,2010-11,North,1
105093190214,2010-11,North,1
105093190217,2010-11,North,1
105093190245,2010-11,North,1
105103880009,2010-11,North,1
105103880018,2010-11,North,1
105103880027,2010-11,North,1
105103880036,2010-11,North,1
105103880054,2010-11,North,1
105103880062,2010-11,North,1
105103880071,2010-11,North,1
105103880080,2010-11,North,1
105103880098,2010-11,North,1
105103880107,2010-11,North,1
105103880116,2010-11,North,1
105103880124,2010-11,North,1
105103880142,2010-11,North,1
105103880151,2010-11,North,1
105103880160,2010-11,North,1
105103880178,2010-11,North,1
107321920007,2010-11,North,0
107321920048,2010-11,North,0
107321920084,2010-11,North,0
107321920111,2010-11,North,0
107321920134,2010-11,North,0
107321920171,2010-11,North,0
107321920194,2010-11,North,0
107321920240,2010-11,North,0
107321920241,2010-11,North,0
107321920255,2010-11,North,0
107321920258,2010-11,North,0
107321920281,2010-11,North,0
107321920285,2010-11,North,0
107321920288,2010-11,North,0
107321920320,2010-11,North,0
107321920404,2010-11,North,0
107336400005,2010-11,North,0
107336400010,2010-11,North,0
107336400015,2010-11,North,0
107336400020,2010-11,North,0
107336400031,2010-11,North,0
107336400036,2010-11,North,0
107336400041,2010-11,North,0
107336400047,2010-11,North,0
107336400056,2010-11,North,0
107336400067,2010-11,North,0
107336400072,2010-11,North,0
107336400077,2010-11,North,0
107336400087,2010-11,North,0
107336400092,2010-11,North,0
107336400097,2010-11,North,0
107336400107,2010-11,North,0
107343700017,2010-11,North,0
107343700036,2010-11,North,0
107343700075,2010-11,North,0
107343700094,2010-11,North,0
107343700114,2010-11,North,0
107343700152,2010-11,North,0
107343700172,2010-11,North,0
107343700191,2010-11,North,0
107343700230,2010-11,North,0
107343700249,2010-11,North,0
107343700269,2010-11,North,0
107343700307,2010-11,North,0
107343700327,2010-11,North,0
107343700346,2010-11,North,0
107343700385,2010-11,North,0
107343700404,2010-11,North,0
107347620013,2010-11,North,0
107347620016,2010-11,North,0
107347620030,2010-11,North,0
107347620031,2010-11,North,0
107347620049,2010-11,North,0
107347620061,2010-11,North,0
107347620073,2010-11,North,0
107347620104,2010-11,North,0
107347620143,2010-11,North,0
107347620169,2010-11,North,0
107347620222,2010-11,North,0
107347620237,2010-11,North,0
107347620278,2010-11,North,0
107347620281,2010-11,North,0
107347620318,2010-11,North,0
107347620346,2010-11,North,0
107351730002,2010-11,North,0
107351730020,2010-11,North,0
107351730052,2010-11,North,0
107351730077,2010-11,North,0
107351730088,2010-11,North,0
107351730095,2010-11,North,0
107351730115,2010-11,North,0
107351730116,2010-11,North,0
107351730125,2010-11,North,0
107351730128,2010-11,North,0
107351730133,2010-11,North,0
107351730145,2010-11,North,0
107351730156,2010-11,North,0
107351730159,2010-11,North,0
107351730166,2010-11,North,0
107351730175,2010-11,North,0
107365960001,2010-11,North,0
107365960002,2010-11,North,0
107365960003,2010-11,North,0
107365960004,2010-11,North,0
107365960005,2010-11,North,0
107365960006,2010-11,North,0
107365960008,2010-11,North,0
107365960009,2010-11,North,0
107365960010,2010-11,North,0
107365960011,2010-11,North,0
107365960012,2010-11,North,0
107365960013,2010-11,North,0
107365960014,2010-11,North,0
107365960015,2010-11,North,0
107365960016,2010-11,North,0
107365960017,2010-11,North,0
107415040001,2010-11,North,0
107415040009,2010-11,North,0
107415040010,2010-11,North,0
107415040027,2010-11,North,0
107415040028,2010-11,North,0
107415040048,2010-11,North,0
107415040056,2010-11,North,0
107415040057,2010-11,North,0
107415040060,2010-11,North,0
107415040063,2010-11,North,0
107415040065,2010-11,North,0
107415040085,2010-11,North,0
107415040109,2010-11,North,0
107415040112,2010-11,North,0
107415040115,2010-11,North,0
107415040123,2010-11,North,0
107446490002,2010-11,North,0
107446490017,2010-11,North,0
107446490047,2010-11,North,0
107446490062,2010-11,North,0
107446490077,2010-11,North,0
107446490092,2010-11,North,0
107446490107,2010-11,North,0
107446490122,2010-11,North,0
107446490166,2010-11,North,0
107446490181,2010-11,North,0
107446490196,2010-11,North,0
107446490211,2010-11,North,0
107446490241,2010-11,North,0
107446490256,2010-11,North,0
107446490271,2010-11,North,0
107446490300,2010-11,North,0
107460330015,2010-11,North,0
107460330142,2010-11,North,0
107460330205,2010-11,North,0
107460330211,2010-11,North,0
107460330216,2010-11,North,0
107460330292,2010-11,North,0
107460330338,2010-11,North,0
107460330444,2010-11,North,0
107460330482,2010-11,North,0
107460330525,2010-11,North,0
107460330536,2010-11,North,0
107460330553,2010-11,North,0
107460330612,2010-11,North,0
107460330629,2010-11,North,0
107460330631,2010-11,North,0
107460330646,2010-11,North,0
107462440014,2010-11,North,0
107462440028,2010-11,North,0
107462440042,2010-11,North,0
107462440056,2010-11,North,0
107462440085,2010-11,North,0
107462440099,2010-11,North,0
107462440113,2010-11,North,0
107462440127,2010-11,North,0
107462440155,2010-11,North,0
107462440169,2010-11,North,0
107462440183,2010-11,North,0
107462440197,2010-11,North,0
107462440226,2010-11,North,0
107462440240,2010-11,North,0
107462440254,2010-11,North,0
107462440282,2010-11,North,0
201060420011,2010-11,Central,1
201060420020,2010-11,Central,1
201060420028,2010-11,Central,1
201060420037,2010-11,Central,1
201060420054,2010-11,Central,1
201060420063,2010-11,Central,1
201060420071,2010-11,Central,1
201060420074,2010-11,Central,1
201060420080,2010-11,Central,1
201060420097,2010-11,Central,1
201060420105,2010-11,Central,1
201060420114,2010-11,Central,1
201060420123,2010-11,Central,1
201060420140,2010-11,Central,1
201060420148,2010-11,Central,1
201060420157,2010-11,Central,1
201106200004,2010-11,Central,1
201106200018,2010-11,Central,1
201106200021,2010-11,Central,1
201106200034,2010-11,Central,1
201106200058,2010-11,Central,1
201106200060,2010-11,Central,1
201106200074,2010-11,Central,1
201106200094,2010-11,Central,1
201106200112,2010-11,Central,1
201106200118,2010-11,Central,1
201106200175,2010-11,Central,1
201106200190,2010-11,Central,1
201106200196,2010-11,Central,1
201106200215,2010-11,Central,1
201106200266,2010-11,Central,1
201106200267,2010-11,Central,1
201117180005,2010-11,Central,1
201117180015,2010-11,Central,1
201117180024,2010-11,Central,1
201117180032,2010-11,Central,1
201117180043,2010-11,Central,1
201117180052,2010-11,Central,1
201117180071,2010-11,Central,1
201117180080,2010-11,Central,1
201117180089,2010-11,Central,1
201117180108,2010-11,Central,1
201117180117,2010-11,Central,1
201117180127,2010-11,Central,1
201117180145,2010-11,Central,1
201117180164,2010-11,Central,1
201117180183,2010-11,Central,1
201117180192,2010-11,Central,1
201126610025,2010-11,Central,1
201126610037,2010-11,Central,1
201126610043,2010-11,Central,1
201126610046,2010-11,Central,1
201126610050,2010-11,Central,1
201126610060,2010-11,Central,1
201126610061,2010-11,Central,1
201126610067,2010-11,Central,1
201126610075,2010-11,Central,1
201126610100,2010-11,Central,1
201126610106,2010-11,Central,1
201126610108,2010-11,Central,1
201126610109,2010-11,Central,1
201126610115,2010-11,Central,1
201126610116,2010-11,Central,1
201126610117,2010-11,Central,1
201131120001,2010-11,Central,1
201131120024,2010-11,Central,1
201131120026,2010-11,Central,1
201131120029,2010-11,Central,1
201131120034,2010-11,Central,1
201131120044,2010-11,Central,1
201131120047,2010-11,Central,1
201131120061,2010-11,Central,1
201131120068,2010-11,Central,1
201131120071,2010-11,Central,1
201131120075,2010-11,Central,1
201131120081,2010-11,Central,1
201131120092,2010-11,Central,1
201131120102,2010-11,Central,1
201131120106,2010-11,Central,1
201131120126,2010-11,Central,1
201154340005,2010-11,Central,1
201154340012,2010-11,Central,1
201154340018,2010-11,Central,1
201154340031,2010-11,Central,1
201154340038,2010-11,Central,1
201154340044,2010-11,Central,1
201154340058,2010-11,Central,1
201154340064,2010-11,Central,1
201154340071,2010-11,Central,1
201154340084,2010-11,Central,1
201154340090,2010-11,Central,1
201154340097,2010-11,Central,1
201154340110,2010-11,Central,1
201154340116,2010-11,Central,1
201154340123,2010-11,Central,1
201154340136,2010-11,Central,1
202052070003,2010-11,Central,1
202052070009,2010-11,Central,1
202052070015,2010-11,Central,1
202052070021,2010-11,Central,1
202052070028,2010-11,Central,1
202052070034,2010-11,Central,1
202052070040,2010-11,Central,1
202052070053,2010-11,Central,1
202052070059,2010-11,Central,1
202052070065,2010-11,Central,1
202052070084,2010-11,Central,1
202052070090,2010-11,Central,1
202052070103,2010-11,Central,1
202052070109,2010-11,Central,1
202052070115,2010-11,Central,1
202052070127,2010-11,Central,1
202063620005,2010-11,Central,1
202063620025,2010-11,Central,1
202063620035,2010-11,Central,1
202063620047,2010-11,Central,1
202063620055,2010-11,Central,1
202063620077,2010-11,Central,1
202063620123,2010-11,Central,1
202063620130,2010-11,Central,1
202063620143,2010-11,Central,1
202063620150,2010-11,Central,1
202063620156,2010-11,Central,1
202063620179,2010-11,Central,1
202063620195,2010-11,Central,1
202063620232,2010-11,Central,1
202063620243,2010-11,Central,1
202063620271,2010-11,Central,1
203025390008,2010-11,Central,1
203025390016,2010-11,Central,1
203025390038,2010-11,Central,1
203025390047,2010-11,Central,1
203025390067,2010-11,Central,1
203025390077,2010-11,Central,1
203025390081,2010-11,Central,1
203025390087,2010-11,Central,1
203025390104,2010-11,Central,1
203025390115,2010-11,Central,1
203025390120,2010-11,Central,1
203025390137,2010-11,Central,1
203025390148,2010-11,Central,1
203025390169,2010-11,Central,1
203025390177,2010-11,Central,1
203025390196,2010-11,Central,1
203030650008,2010-11,Central,1
203030650012,2010-11,Central,1
203030650013,2010-11,Central,1
203030650026,2010-11,Central,1
203030650031,2010-11,Central,1
203030650039,2010-11,Central,1
203030650044,2010-11,Central,1
203030650050,2010-11,Central,1
203030650058,2010-11,Central,1
203030650069,2010-11,Central,1
203030650087,2010-11,Central,1
203030650093,2010-11,Central,1
203030650094,2010-11,Central,1
203030650110,2010-11,Central,1
203030650116,2010-11,Central,1
203030650121,2010-11,Central,1
203053010006,2010-11,Central,1
203053010012,2010-11,Central,1
203053010018,2010-11,Central,1
